source_id,source_name,source_type,agency_or_org,subagency,jurisdiction,federal_or_state_or_private,state_if_applicable,url,monitoring_method,scraper_difficulty,robots_or_terms_risk,native_relevance,eligibility_classes,federal_recognition_required,state_recognition_supported,software_cost_allowability,program_examples,deadline_pattern,update_frequency,data_format,has_api,has_rss_or_email,requires_login,notes,priority_tier,registry_status,monitoring_status,terms_status,state_scope_status,eligibility_status,allowability_status,activation_blocked_reasons
DOJ-GOVDELIVERY-EMAIL-BULLET-7ABC99,DOJ GovDelivery email bulletins,email bulletin,DOJ,"DOJ-wide, OVW, COPS",federal,federal,,https://public.govdelivery.com/accounts/USDOJ/subscriber/new,email bulletin/manual intake,n/a,OK,high,n/a,n/a,n/a,n/a,funding announcements; press releases,continuous,continuous,email,no,yes,yes (subscription),VERIFIED endpoints: DOJ-wide public.govdelivery.com/accounts/USDOJ/subscriber/new; OVW topic_id=USDOJ_59; COPS service.govdelivery.com/accounts/USDOJCOPS/subscriber/new?category_id=USDOJCOPS_0; ED public.govdelivery.com/accounts/USDE/signup/49108. NO RSS/Atom feed was verified anywhere in this scope - do not assume RSS exists. [research lane: DOJ/DHS/ED/DOL/SBA],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:yes (subscription);monitoring_not_started
DOJ-TRIBAL-ACCESS-PROGRAM-TA-E075AC,DOJ Tribal Access Program (TAP),services program (NOT a grant),DOJ,"OTJ w/ SMART, COPS, OVC, OVW funding",federal,federal,,https://www.justice.gov/tribal/tribal-access-program-tap,static HTML page monitor,low,OK,very high,federally-recognized-tribe;tribal-government,yes,no,unlikely-allowable,CJIS/NCIC access; TAP-LIGHT; TAP-FULL fingerprint hardware,FY26 application period open,annual application cycle,HTML,no,no,yes (portal for participants),"NOT A GRANT - no funds flow to the Tribe. DOJ acts as CJIS Systems Agency and provides access, hardware, training, auditing directly. 152 Tribes / 500+ agencies. ""Selection of Tribes for participation in the program will be limited this year based on funding availability."" Adjacent/complementary system to NativeForge, not a funding source. [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:yes (portal for participants);monitoring_not_started
DOL-ETA-FUNDING-OPPORTUNITIE-F32B5A,DOL ETA Funding Opportunities (Office of Grants Management),funding list page,DOL,ETA / Office of Grants Management,federal,federal,,https://www.dol.gov/agencies/eta/grants/apply/find-opportunities,static HTML page monitor,low,OK,medium,tribal-government;tribal-organization;native-nonprofit;state-or-local-govt-serving-natives,varies,varies,sometimes-allowable-depends-on-NOFO,catalog of current and past ETA FOAs,rolling,rolling,HTML,no,no,no,"Linked from the verified ETA Grants page as ""Catalog of current and past funding opportunities"" but not itself fetched - structure UNKNOWN. Parent page carries the 2024 Uniform Guidance update: de minimis indirect 10%->15%, single audit $750K->$1M, equipment threshold $5,000->$10,000, effective for awards from 10/1/24 - directly governs whether software counts as equipment or supplies. [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
DOT-PROGRAMS-WITH-UNVERIFIED-384004,"DOT programs with unverified tribal terms (RAISE, Bridge Investment, Rural Surface Transportation, PROTECT, FAA AIP, Thriving Communities, state HSIP pass-through)",program group — NOT VERIFIED,DOT,FHWA / FAA / OST,national,federal,,https://www.transportation.gov/grants,human review only,UNKNOWN,TERMS_REVIEW_REQUIRED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,no,UNKNOWN,UNKNOWN,"EXPLICIT GAP ROW — I did not fetch these pages, so I am asserting nothing about their eligibility, ALNs, deadlines, or tribal terms. Some were observed only as link text on the fetched DOT grants index (/BUILDgrants, /grants/mpdg-announcement, /reconnecting, /grants/SMART, faa.gov/airports/aip/2022_aip_grants/, maritime.dot.gov/ports/port-infrastructure-development-program). Assign a dedicated next-pass task; do not populate the coverage map from memory. [research lane: DOE/EPA/DOT]",Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_method:human_review_only;monitoring_not_started
DRINKING-WATER-INFRASTRUCTUR-6BCBF4,Drinking Water Infrastructure Grants — Tribal Set-Aside (DWIG-TSA),program,EPA,Office of Water,national,federal,,https://www.epa.gov/tribaldrinkingwater/drinking-water-infrastructure-grants-tribal-set-aside-program,PDF/NOFO page monitor,med,OK,native-exclusive,"federally-recognized-tribe, tribal-government, native-nonprofit (non-profit non-community water systems serving a tribal population)",UNKNOWN (likely yes; not stated on fetched page),no,unlikely-allowable,tribal drinking water infrastructure; lead service line replacement,annual allotment memoranda (FY25 memo 2025-06-12; FY25 LSLR allotments memo 2025-11-24),annual,HTML + PDF allotment memos,no,no,no,"Part of ""over $262 million in FY2025"" for tribal drinking water + wastewater. Set-aside allotment, not a competition — monitor the allotment memo PDFs on epa.gov/tribalwater. Infrastructure-only; standalone software unlikely. URL observed as link on fetched epa.gov/tribalwater pages; program page itself not fetched. [research lane: DOE/EPA/DOT]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
ED-AVAILABLE-GRANTS-FORMER-F-BC5FB2,ED Available Grants (former Forecast),html_table,ED,Office of Finance and Operations,federal,federal,,https://www.ed.gov/grants-and-programs/apply-grant/available-grants,static HTML page monitor,low,OK,high,Indian Tribe or Consortia Located on a Reservation; Indian Tribes and Tribal Organizations; Tribal Education Agencies (TEAs); Tribally Controlled Colleges and Universities (TCCUs),UNKNOWN,UNKNOWN,UNKNOWN,Research Training Programs in the Education Sciences (84.305B),per_competition,page_last_reviewed_2026_06_01,HTML,no,yes_govdelivery,no,"CORRECTED URL - old forecast path returns empty, www2.ed.gov/fund/grant/find/edlite-forecast.html 301s here; HTML TABLE not PDF, server-rendered; CFDA number embedded in program titles = free ALN join key; RICHEST NATIVE-ELIGIBILITY VOCABULARY of any agency site found; only 5 open competitions at fetch time; page defers to Grants.gov as definitive [research lane: API/monitoring layer]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
EPA-BROWNFIELDS-GRANTS-AND-F-644929,EPA Brownfields Grants and Funding,program,EPA,Office of Land and Emergency Management,national,federal,,https://www.epa.gov/brownfields/grants-and-funding,PDF/NOFO page monitor,med,OK,tribal-eligible (not native-exclusive),"federally-recognized-tribe, tribal-government, state-or-local-govt-serving-natives, UNKNOWN (full class list not verified)",UNKNOWN,UNKNOWN,sometimes-allowable-depends-on-NOFO,"Multipurpose, Assessment, Cleanup; Revolving Loan Fund (+supplemental); Job Training; Tribal Response Program (128(a))",annual competition; FY2026 selections announced (landing page modified 2026-06-24); specific NOFO month UNKNOWN,annual + award announcements,HTML + PDF,no,listserv: lp.constantcontactpages.com/su/SVbfoYx/BrownfieldsListserv,ACRES login for grantee reporting,"Verified FY2026: $248M to Multipurpose/Assessment/Cleanup + $22.5M RLF supplemental (=$270M headline); $12M Job Training to 25 communities. IIJA provided ""historic $1.5 billion."" Program serves ""communities, states, tribes and others."" Grantee reporting via ACRES. Tribal-specific eligibility terms and ALNs NOT verified — fetch /brownfields/grants-and-funding next pass. [research lane: DOE/EPA/DOT]",Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:ACRES login for grantee reporting;monitoring_not_started
EPA-SPECIFIC-GRANT-PROGRAMS-41B5BD,EPA Specific Grant Programs index,funding index,EPA,Office of the Chief Grants Officer,national,federal,,https://www.epa.gov/grants/specific-epa-grant-programs,static HTML page monitor,low,OK,tribal-eligible (not native-exclusive),varies by program — UNKNOWN,varies,varies,sometimes-allowable-depends-on-NOFO,Pollution Prevention Grant Program (state and tribal); Environmental Information Exchange Network Grant Program; Air Grants; OLEM Grants; Drinking Water Grants; DERA; Great Lakes,index; modified 2026-02-18,quarterly-ish,HTML,no,no,no,"Best single EPA crawl seed for program discovery. Two rows here deserve their own follow-up: (1) Pollution Prevention Grant Program ""provides matching funds to state and tribal programs"" — tribal eligibility confirmed at index level, terms UNKNOWN; (2) Environmental Information Exchange Network Grant Program funds ""electronic collection, exchange, and integration of high-quality data"" — the most software-relevant EPA program found, terms UNKNOWN. Fetch both next pass. [research lane: DOE/EPA/DOT]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
EPA-TRIBAL-AIR-AND-CLIMATE-R-3076D6,EPA Tribal Air and Climate Resources,agency landing page,EPA,Office of Air and Radiation,national,federal,,https://www.epa.gov/tribal-air,static HTML page monitor,low,OK,native-exclusive,"federally-recognized-tribe, tribal-government",UNKNOWN,UNKNOWN,UNKNOWN,Tribal Air Grants Framework; Clean Diesel Tribal Grants; Indoor Air Tribal Partners; Tribal Minor NSR; TAR; TIP development,UNKNOWN,modified 2026-07-29,HTML,no,no,no,"CAA §103/§105 tribal grants NOT verified this pass — no dedicated page fetched, ALNs UNKNOWN. Next-pass targets: /tribal-air/tribal-air-grants-framework, /tribal-air/tribal-air-programs-epas-regional-offices, /tribal-air/tribal-air-coordinators, /dera/tribal-and-territory. Partner: ITEP TAMS Center (itep.nau.edu/tams). [research lane: DOE/EPA/DOT]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
EPA-TRIBAL-PORTAL-ENVIRONMEN-E9621E,EPA Tribal Portal (Environmental Protection in Indian Country),agency landing page,EPA,OITA / AIEO,national,federal,,https://www.epa.gov/tribal,static HTML page monitor,low,OK,native-exclusive,"federally-recognized-tribe, tribal-government, tribal-organization",yes (EPA tribal programs are keyed to federally recognized Tribes per the page's own description),no,n/a,GAP; media programs; consultation,continuous; modified 2026-07-14,continuous,HTML,no,EPA newsroom email subscriptions,no,"Hub with a ""Grants for Tribes"" block and a News list (7 items). Also surfaces tcots.epa.gov (Tribal Consultation Opportunities Tracking System) and /tribal/epa-tribal-program-managers (the per-Region contacts that drive GAP deadlines). Live signal to watch: 2026-07-29 listening session on an ""EPA Tribal Partnership Network Review"" — partnership structures may be reorganizing. No RSS. Use meta-DC.date.modified for cheap change detection. [research lane: DOE/EPA/DOT]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
EPA-TRIBAL-WATER-FUNDING-OPP-05217A,EPA Tribal Water Funding Opportunities (CWA + SDWA hubs),funding index,EPA,Office of Water,national,federal,,https://www.epa.gov/tribalwater/funding-opportunities-tribal-water-programs,static HTML page monitor,low,OK,native-exclusive,"federally-recognized-tribe, tribal-government, tribal-organization",mostly yes (TAS-gated for several),no,sometimes-allowable-depends-on-NOFO,CWA 106; CWA 319; Wetland Program Development; BEACH Act; CWISA; WIFIA; Alaska Native Villages; US-Mexico Border,"index page, not a deadline source",modified 2025-11-07,HTML,no,no,no,"Two sibling hubs: this one (surface water/wastewater) and /tribalwater/funding-opportunities-tribal-drinking-water-programs (DWIG-TSA, WIIN 2104/2105/2107, Tribal PWSS, UIC, WIFIA, ANV, Border). Best single crawl seed for EPA tribal water program discovery. NOTE Alaska Native Villages program flows THROUGH Alaska DEC Village Safe Water Program — a state pass-through. [research lane: DOE/EPA/DOT]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
FEMA-OPENFEMA-API-395C7C,FEMA OpenFEMA API,api,DHS,FEMA,federal,federal,,https://www.fema.gov/api/open/v2,API monitor,low,TERMS_REVIEW_REQUIRED,medium,NA,NA,NA,UNKNOWN,"HMGP (State/Tribe/Territory), EMPG (state local tribal territorial)",NA,per_dataset_lastRefresh,"JSON,jsona,geojson,CSV,parquet",yes,no,no,"free no key; OData $filter $top(max 10000) $skip $select $orderby $count $format $allrecords(BETA); default 1000 records; TESTED: DataSets filtered on Funding/Opportunit/NOFO returned ZERO matches - NO NOFO dataset exists, awards/disaster only, FEMA itself points NOFO seekers to fema.gov/grants; incremental via lastRefresh; WARNING id is NOT stable across refreshes; robots.txt and OpenFEMA T&C both returned EMPTY [research lane: API/monitoring layer]",Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
FHWA-TRIBAL-TRANSPORTATION-F-E9902D,FHWA Tribal Transportation Finance (tribal shares PDFs),dataset,DOT,FHWA Office of Tribal Transportation,"national, per-Tribe",federal,,https://highways.dot.gov/federal-lands/tribal/finance,PDF/NOFO page monitor,med,OK,native-exclusive,"federally-recognized-tribe, tribal-government",yes,no — but §202(a)(9) lets State/county/local funds be credited to TTP for a specified Tribe,likely-allowable,TTP tribal shares; planning funds; §202(a)(9) transfers,annual publication (FY25 full-year PDF live; FY17–FY24 archived),annual; updated 2025-12-02,PDF (Excel by email request to matthew.bird@dot.gov),no,GovDelivery USDOTFHWA_83,no,"High-value per-Tribe dollar data, PDF-only — medium-high parsing difficulty, no API. Also THE source on state pass-through for highways: §202(a)(9) + §104(f)(3) allow a State's title-23 apportionment to route via FHWA to a Tribe; ""to date, FHWA has managed approximately 20 transfers across 8 different states."" Agreement-driven, never posted as an opportunity → human review only. Contacts: Doug Roberts, Matthew Bird. [research lane: DOE/EPA/DOT]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
GRANTS-GOV-MODIFIED-OPPS-RSS-AAA645,Grants.gov Modified-Opps RSS,rss,HHS,Grants.gov PMO,federal,federal,,https://www.grants.gov/rss/GG_OppModByAgency.xml,RSS/feed monitor,low,OK,high,none_in_feed,NA,NA,UNKNOWN,all,NA,not_documented,RSS_XML,no,yes,no,"4 feeds: GG_NewOppByAgency, GG_NewOppByCategory, GG_OppModByAgency, GG_OppModByCategory; refresh cadence not documented; contents not verified this session; use as trigger only [research lane: API/monitoring layer]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
HOMELAND-SECURITY-GRANT-PROG-078B2B,Homeland Security Grant Program (HSGP: SHSP/UASI/OPSG),grant program (state pass-through),DHS,FEMA Grant Programs Directorate,federal to states,federal,,https://www.fema.gov/grants/preparedness/homeland-security,PDF/NOFO page monitor,high,OK,medium,state-or-local-govt-serving-natives;tribal-government,n/a (subrecipient),UNKNOWN,sometimes-allowable-depends-on-NOFO,SHSP; UASI; Operation Stonegarden,annual; latest published NOFO is FY2025,annual,HTML,no,no,no,"Tribes access as SUBRECIPIENTS of State Administering Agencies, not direct. FY25 $1.008B (SHSP $373.5M / UASI $553.5M / OPSG $81M). NOTE: EMPG is NOT part of HSGP - the page lists only SHSP/UASI/OPSG. SAA directory at ojp.gov/funding/state-administering-agencies/overview. 50-state monitoring surface. [research lane: DOJ/DHS/ED/DOL/SBA]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
HUD-EXCHANGE-TRIBAL-HOUSING-534C1A,HUD Exchange - Tribal Housing Priority Page,program hub,HUD,CPD/HUD Exchange,national,federal,,https://www.hudexchange.info/programs/priority-tribal/,static HTML page monitor,low,TERMS_REVIEW_REQUIRED,exclusive,federally-recognized-tribe;tribal-government;tribal-organization,yes,UNKNOWN,unclear,ICDBG;IHBG;Sec184;Title VI;Tribal HUD-VASH,n/a - hub,modified 2026-03-27,HTML,no,yes (/mailinglist/),no,Aggregator that links OUT to hud.gov. Hosts tribal-specific Planning Guide for Indian Country + TIES environmental toolkit [research lane: USDA/HUD/Commerce],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
HUD-EXCHANGE-MAILING-LIST-068F1D,HUD Exchange Mailing List,email bulletin,HUD,CPD/HUD Exchange,national,federal,,https://www.hudexchange.info/mailinglist/,email bulletin/manual intake,low,TERMS_REVIEW_REQUIRED,medium,tribal-government;tribal-organization;native-nonprofit,varies,varies,unclear,cross-program HUD notices,n/a,frequent,email,no,yes,signup required,Referenced on every verified HUD Exchange page; signup page not fetched [research lane: USDA/HUD/Commerce],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;requires_login:signup required;monitoring_not_started
HUD-EXCHANGE-NEWS-DAFB2D,HUD Exchange News,html_list,HUD,HUD Exchange,federal,federal,,https://www.hudexchange.info/news/,static HTML page monitor,medium,TERMS_REVIEW_REQUIRED,high,NA,UNKNOWN,UNKNOWN,UNKNOWN,OLHCHH FY 2026 Notice of Funding Opportunities,per_NOFO,daily_to_weekly_observed,HTML,no,yes_mailing_list,no,news items ARE server-rendered and scrapeable with ?na=&cp= pagination (620 results / 62 pages) BUT facet layer is AngularJS returning raw {{t.name}} placeholders - scrape list never facets; mailing list at /mailinglist/subscribe/ [research lane: API/monitoring layer],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
HUD-EXCHANGE-PROGRAM-INDEX-A-4C60C5,HUD Exchange Program Index (A-Z),index page,HUD,CPD/HUD Exchange,national,federal,,https://www.hudexchange.info/programs/,static HTML page monitor,low,TERMS_REVIEW_REQUIRED,medium,tribal-government;tribal-organization;native-nonprofit;state-or-local-govt-serving-natives,varies,varies,unclear,ICDBG;Title VI;Tribal HUD-VASH;Sec184;Sec184A,n/a - index,modified 2025-11-20,HTML,no,yes (/mailinglist/),no,BEST URL-DISCOVERY TOOL for HUD - how the new /helping-americans/ scheme was found. /programs/ihbg returned EMPTY (no such page) [research lane: USDA/HUD/Commerce],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
HUD-EXCHANGE-PROGRAM-SUPPORT-628324,HUD Exchange Program Support / Community Compass TA,TA intake,HUD,CPD/HUD Exchange,national,federal,,https://www.hudexchange.info/program-support/,static HTML page monitor,low,TERMS_REVIEW_REQUIRED,high,federally-recognized-tribe;tribal-government;tribal-organization,UNKNOWN,UNKNOWN,unclear,Community Compass TA; Ask A Question; In-Depth Assistance,rolling request-based,modified 2026-03-27,HTML,no,yes (/mailinglist/),Ask-A-Question requires account,"VERIFIED tribal TA eligibility: ""state or local government, public housing authority, TRIBE OR TRIBALLY-DESIGNATED ENTITY... eligible to request assistance"". Subrecipients explicitly NOT eligible [research lane: USDA/HUD/Commerce]",Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;requires_login:Ask-A-Question requires account;monitoring_not_started
HUD-IHBG-FORMULA-IHBGFORMULA-AAD744,HUD IHBG Formula / ihbgformula.com,formula data portal,HUD,PIH/ONAP,national,federal,,https://ihbgformula.com/fy2027/,static HTML page monitor,medium,TERMS_REVIEW_REQUIRED,exclusive,federally-recognized-tribe;tribal-government;tribal-organization;state-recognized-tribe,yes (with narrow exception),yes (limited set),unclear,FY2027 Formula Response Form; FY2028 Needs data,annual cycle: FRF corrections due 2026-08-01; census challenges due 2027-03-30 (both VERIFIED),annual + correction log,HTML + forms,no,via Codetalk,UNKNOWN,NON-.GOV DOMAIN in a critical federal process - terms review required. URL verified via Codetalk; site not fetched [research lane: USDA/HUD/Commerce],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
HUD-NATIVE-HAWAIIAN-PROGRAMS-830D0B,HUD Native Hawaiian Programs (incl. NHHBG),program page,HUD,PIH/ONAP,Hawaii,federal,,https://www.hud.gov/helping-americans/public-indian-native-hawaiian-housing,static HTML page monitor,low,TERMS_REVIEW_REQUIRED,exclusive,native-serving-nonprofit;state-or-local-govt-serving-natives,no (DHHL is a state agency),n/a,unclear,NHHBG; Section 184A,UNKNOWN,UNKNOWN,HTML,no,via Codetalk,no,URL verified via Codetalk; page NOT fetched. Recipient is Dept of Hawaiian Home Lands. FY26 income limits ONAP-PG-2026-02 [research lane: USDA/HUD/Commerce],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
HUD-ONAP-NOTICES-PIH-NATIVE-B47208,HUD ONAP Notices (PIH - Native American Programs),notice index,HUD,PIH/ONAP,national,federal,,https://www.hud.gov/hudclips/notices/pih-native-american-programs,PDF/NOFO page monitor,medium,TERMS_REVIEW_REQUIRED,exclusive,federally-recognized-tribe;tribal-government;tribal-organization,yes,UNKNOWN,unclear,PIH 2025-09 (ICDBG-IT); PIH 2018-15,event-driven,monthly,HTML index + PDFs,no,no,no,URL from verified IHBG page nav; not fetched [research lane: USDA/HUD/Commerce],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
HUD-TRIBAL-HUD-VASH-572F23,HUD Tribal HUD-VASH,program page,HUD,PIH/ONAP,national,federal,,https://www.hud.gov/helping-americans/public-indian-housing-tribal-hud-vash,static HTML page monitor,low,TERMS_REVIEW_REQUIRED,exclusive,federally-recognized-tribe;tribal-government;tribal-organization,yes,UNKNOWN,unclear,Tribal HUD-VASH rental assistance + supportive services for Native veterans,UNKNOWN,UNKNOWN,HTML,no,via Codetalk,no,URL verified via Codetalk + HUD Exchange; page NOT fetched. NAHASDA 4(9)(C) income exclusion applies [research lane: USDA/HUD/Commerce],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,robots_or_terms_risk:TERMS_REVIEW_REQUIRED;monitoring_not_started
IHS-DGM-CURRENT-NEWS-E66373,IHS DGM Current News,news page,HHS,Indian Health Service / DGM,federal,federal,,https://www.ihs.gov/dgm/news/,static HTML page monitor,low,OK,native-exclusive,n/a,n/a,n/a,n/a,NOFO publication policy change; SAM.gov registration changes,rolling,monthly,HTML,no,no,no,"Link verified on DGM pages; carries grants-policy changes that alter HOW NOFOs are published - i.e. scraper-breaking events. Monitor it as an infrastructure signal, not an opportunity feed [research lane: DOI/HHS + SC + philanthropy]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
IHS-LISTSERV-EMAIL-GROUPS-70F349,IHS LISTSERV email groups,newsletter/listserv,HHS,Indian Health Service,federal,federal,,https://www.ihs.gov/listserv/,email bulletin/manual intake,low,OK,native-exclusive,n/a,n/a,n/a,n/a,IHS Diabetes LISTSERV and others,rolling,varies,email,no,yes,subscription,Link verified in IHS navigation; the Diabetes LISTSERV was separately verified on the SDPI page [research lane: DOI/HHS + SC + philanthropy],Tier 2,seed_imported,not_started,TERMS_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,requires_login:subscription;monitoring_not_started
IHS-OFFICE-OF-TRIBAL-SELF-GO-82C768,IHS Office of Tribal Self-Governance,agency landing page,HHS,Indian Health Service / OTSG,federal,federal,,https://www.ihs.gov/selfgovernance/,static HTML page monitor,med,OK,native-exclusive,"federally-recognized-tribe, tribal-government, tribal-organization",yes,appears excluded,unclear,TSGP Planning and TSGN Negotiation cooperative agreements; Title V compacts,UNKNOWN,UNKNOWN,HTML,no,no,no,"Not fetched. Funding character is self-governance-COMPACTED, not competitive - important for correctly classifying IHS money that never appears as a NOFO. The competitive on-ramp into self-governance is TSGP/TSGN in the DGM index. Note IHS self-governance is Title V of ISDEAA, not Title IV [research lane: DOI/HHS + SC + philanthropy]",Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
IHS-OFFICE-OF-URBAN-INDIAN-H-F6AE73,IHS Office of Urban Indian Health Programs,agency landing page,HHS,Indian Health Service / OUIHP,federal,federal,,https://www.ihs.gov/urban/,static HTML page monitor,med,OK,native-exclusive,"native-nonprofit, native-serving-nonprofit, tribal-organization",no (urban Indian organizations are not tribes),n/a,unclear,UIHP 4-in-1; Urban Indian Education and Research; National Urban Indian Behavioral Health,UNKNOWN,UNKNOWN,HTML,no,no,no,Not fetched. Important eligibility nuance: urban Indian organizations are a distinct applicant class from federally recognized Tribes and must be modeled separately [research lane: DOI/HHS + SC + philanthropy],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
IHS-URBAN-LEADER-LETTERS-54C796,IHS Urban Leader Letters,Dear Tribal Leader Letter analog,HHS,Indian Health Service / Public Affairs,federal,federal,,https://www.ihs.gov/newsroom/urbanleaderletters/,PDF/NOFO page monitor,low,OK,native-exclusive,"native-nonprofit, native-serving-nonprofit",no,n/a,unclear,Urban Confer notices; SDPI UIO funding,rolling,monthly,HTML + PDFs,no,no,no,Not fetched but link verified. Many 2026 letters are joint DTLL_DUIOLL PDFs already captured by the DTLL monitor [research lane: DOI/HHS + SC + philanthropy],Tier 2,seed_imported,not_started,NO_REVIEW_REQUIRED,federal_all_customers,NOT_DETERMINED_BY_REGISTRY,NOT_DETERMINED_BY_REGISTRY,monitoring_not_started
